uid,sentence,sense_keys,glosses,target
d010.s006.t017,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class [TGT] people [TGT] with lower-class residents .","['people%1:14:00::', 'people%1:14:01::', 'people%1:14:03::', 'people%1:14:02::']","['(plural) any group of human beings (men or women or children) collectively', 'the body of citizens of a state or country', 'the common people generally', 'members of a family line']",[0]
d010.s006.t018,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with [TGT] lower-class [TGT] residents .",['lower-class%3:00:00::'],['occupying the lowest socioeconomic position in a society'],[0]
d010.s006.t019,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class [TGT] residents [TGT] .","['resident%1:18:00::', 'resident%1:18:01::']","['someone who lives at a particular place for a prolonged period or who was born there', 'a physician (especially an intern) who lives in a hospital and cares for hospitalized patients under the supervision of the medical staff of the hospital']",[0]
d010.s007.t000,[TGT] Central city [TGT] areas have become progressively poorer locales for the major denominations since the exodus of middle-class people from most central cities .,['central_city%1:15:00::'],['the central part of a city'],[0]
d010.s007.t001,Central city [TGT] areas [TGT] have become progressively poorer locales for the major denominations since the exodus of middle-class people from most central cities .,"['area%1:08:00::', 'area%1:26:00::', 'area%1:06:00::', 'area%1:15:01::']","['a part of an animal that has a special function or is supplied by a given artery or nerve', 'a particular environment or walk of life', 'a part of a structure having some specific characteristic or function', 'a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)']",[3]
d010.s007.t002,Central city areas have [TGT] become [TGT] progressively poorer locales for the major denominations since the exodus of middle-class people from most central cities .,"['become%2:30:00::', 'become%2:42:00::', 'become%2:42:01::', 'become%2:42:03::']","['enter or assume a certain state or condition', 'come into existence', 'undergo a change or development', 'enhance the appearance of']",[0]
d010.s007.t003,Central city areas have become [TGT] progressively [TGT] poorer locales for the major denominations since the exodus of middle-class people from most central cities .,['progressively%4:02:01::'],['advancing in amount or intensity'],[0]
d010.s007.t004,Central city areas have become progressively [TGT] poorer [TGT] locales for the major denominations since the exodus of middle-class people from most central cities .,"['poor%3:00:03::', 'poor%5:00:00:insufficient:00', 'poor%5:00:00:unfortunate:00', 'poor%3:00:00::']","['characterized by or indicating poverty', 'not sufficient to meet a need', 'deserving or inciting pity; ; ; - Galsworthy', 'having little money or few possessions']",[0]
d010.s007.t005,Central city areas have become progressively poorer [TGT] locales [TGT] for the major denominations since the exodus of middle-class people from most central cities .,['locale%1:15:00::'],['the scene of any event or action (especially the place of a meeting)'],[0]
d010.s007.t006,Central city areas have become progressively poorer locales for the [TGT] major [TGT] denominations since the exodus of middle-class people from most central cities .,"['major%3:00:01::', 'major%3:00:06::', 'major%3:00:04::', 'major%5:00:00:senior:00']","['greater in number or size or amount', 'of greater importance or stature or rank', 'of a scale or mode', 'of the elder of two boys with the same family name']",[0]
d010.s007.t007,Central city areas have become progressively poorer locales for the major [TGT] denominations [TGT] since the exodus of middle-class people from most central cities .,"['denomination%1:14:00::', 'denomination%1:14:01::', 'denomination%1:10:00::']","['a group of religious congregations having its own organization and a distinctive faith', 'a class of one kind of unit in a system of numbers or measures or weights or money', 'identifying word or words by which someone or something is called and classified or distinguished from others']",[0]
d010.s007.t008,Central city areas have become progressively poorer locales for the major denominations since the [TGT] exodus [TGT] of middle-class people from most central cities .,"['exodus%1:04:00::', 'exodus%1:10:00::']","['a journey by a large group to escape from a hostile environment', 'the second book of the Old Testament: tells of the departure of the Israelites out of slavery in Egypt led by Moses; God gave them the Ten Commandments and the rest of Mosaic law on Mount Sinai during the Exodus']",[0]
d010.s007.t009,Central city areas have become progressively poorer locales for the major denominations since the exodus of [TGT] middle-class [TGT] people from most central cities .,['middle-class%3:00:00::'],['occupying a socioeconomic position intermediate between those of the lower classes and the wealthy'],[0]
