id,sentence,sense_keys,glosses,target
d003.s018.t003,"For follow-up treatment , the animal owner can [TGT] administer [TGT] the tablets to the dog .","['administer%2:40:00::', 'administer%2:29:00::', 'administer%2:41:00::', 'administer%2:41:01::', 'administer%2:40:01::']","['administer or bestow, as in small portions', 'give or apply (medications)', 'work in an administrative capacity; supervise or be in charge of', 'direct the taking of', 'perform (a church sacrament) ritually']",[1]
d003.s018.t004,"For follow-up treatment , the animal owner can administer the [TGT] tablets [TGT] to the dog .","['tablet%1:06:02::', 'tablet%1:27:00::', 'tablet%1:06:01::', 'tablet%1:06:00::']","['a slab of stone or wood suitable for bearing an inscription', 'a number of sheets of paper fastened together along one edge', 'a small flat compressed cake of some substance', 'a dose of medicine in the form of a small pellet']",[3]
d003.s018.t005,"For follow-up treatment , the animal owner can administer the tablets to the [TGT] dog [TGT] .","['dog%1:06:00::', 'dog%1:18:00::', 'dog%1:05:00::', 'dog%1:06:01::', 'dog%1:18:01::', 'dog%1:18:02::', 'dog%1:13:01::']","['a hinged catch that fits into a notch of a ratchet to move a wheel forward or prevent it from moving backward', 'informal term for a man', 'a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds', 'metal supports for logs in a fireplace', 'a dull unattractive unpleasant girl or woman', 'someone who is morally reprehensible', 'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll']",[2]
d003.s019.t000,"[TGT] Also [TGT] , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .",['also%4:02:00::'],['in addition'],[0]
d003.s019.t001,"Also , the [TGT] treatment [TGT] of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .","['treatment%1:07:00::', 'treatment%1:10:00::', 'treatment%1:04:01::', 'treatment%1:04:00::']","['a manner of dealing with something artistically', 'an extended communication (often interactive) dealing with some particular topic', 'the management of someone or something', 'care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)']",[3]
d003.s019.t002,"Also , the treatment of [TGT] vomiting [TGT] should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .",['vomiting%1:04:00::'],['the reflex act of ejecting the contents of the stomach through the mouth'],[0]
d003.s019.t003,"Also , the treatment of vomiting should [TGT] only [TGT] be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .","['only%4:02:04::', 'only%4:02:00::', 'only%4:02:05::', 'only%4:02:03::', 'only%4:02:02::', 'only%4:02:01::', 'only%4:02:06::']","['in the final outcome', 'with nevertheless the final result', 'as recently as', 'never except when', 'and nothing more', 'without any others being included or involved', 'except that']",[5]
d003.s019.t004,"Also , the treatment of vomiting should only be [TGT] together with [TGT] other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .",['together_with%4:02:00::'],['in conjunction with; combined'],[0]
d003.s019.t005,"Also , the treatment of vomiting should only be together with [TGT] other [TGT] supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .","['other%3:00:00::', 'other%5:00:00:strange:00', 'other%5:00:00:past:00', 'other%5:00:02:past:00']","['not the same one or ones already mentioned or implied; - the White Queen', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'recently past', 'belonging to the distant past']",[0]
d003.s019.t006,"Also , the treatment of vomiting should only be together with other [TGT] supportive [TGT] measure or other veterinary therapy while addressing the underlying causes of the vomiting .",['supportive%3:00:00::'],['furnishing support or assistance'],[0]
d003.s019.t007,"Also , the treatment of vomiting should only be together with other supportive [TGT] measure [TGT] or other veterinary therapy while addressing the underlying causes of the vomiting .","['measure%1:04:00::', 'measure%1:04:01::', 'measure%1:06:00::', 'measure%1:10:03::', 'measure%1:10:00::', 'measure%1:10:02::', 'measure%1:03:00::', 'measure%1:06:01::', 'measure%1:10:01::']","['the act or process of assigning numbers to phenomena according to a rule', 'any maneuver made as part of progress toward a goal', 'measuring instrument having a sequence of marks at regular intervals; used as a reference in making measurements', 'a basis for comparison; a reference point against which other things can be evaluated', 'musical notation for a repeating pattern of musical beats', 'a statute in draft before it becomes law', 'how much there is or how many there are of something that you can quantify', 'a container of some standard capacity that is used to obtain fixed amounts of a substance', '(prosody) the accent in a metrical foot of verse']",[1]
d003.s019.t008,"Also , the treatment of vomiting should only be together with other supportive measure or [TGT] other [TGT] veterinary therapy while addressing the underlying causes of the vomiting .","['other%3:00:00::', 'other%5:00:00:strange:00', 'other%5:00:00:past:00', 'other%5:00:02:past:00']","['not the same one or ones already mentioned or implied; - the White Queen', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'recently past', 'belonging to the distant past']",[0]
d003.s019.t009,"Also , the treatment of vomiting should only be together with other supportive measure or other [TGT] veterinary [TGT] therapy while addressing the underlying causes of the vomiting .",['veterinary%3:01:00::'],['of or relating to veterinarians or veterinary medicine'],[0]
d003.s019.t010,"Also , the treatment of vomiting should only be together with other supportive measure or other veterinary [TGT] therapy [TGT] while addressing the underlying causes of the vomiting .",['therapy%1:04:00::'],['(medicine) the act of caring for someone (as by medication or remedial training etc.)'],[0]
d003.s019.t011,"Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while [TGT] addressing [TGT] the underlying causes of the vomiting .","['address%2:32:01::', 'address%2:32:00::', 'address%2:41:08::', 'address%2:32:03::', 'address%2:32:04::', 'address%2:33:00::', 'address%2:34:00::', 'address%2:30:00::', 'address%2:40:00::', 'address%2:32:02::']","['speak to someone', 'speak to', 'greet, as with a prescribed form, title, or name', 'put an address on (an envelope)', 'act on verbally or in some form of artistic expression', 'direct a question at someone', ""address or apply oneself to something, direct one's efforts towards something, such as a question"", 'adjust and aim (a golf ball) at in preparation of hitting', 'access or locate by address', 'give a speech to']",[6]
d003.s019.t012,"Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the [TGT] underlying [TGT] causes of the vomiting .","['underlie%2:42:01::', 'underlie%2:42:00::']","['lie underneath', 'be or form the base for']",[1]
d003.s019.t013,"Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying [TGT] causes [TGT] of the vomiting .","['cause%1:04:01::', 'cause%1:03:00::', 'cause%1:11:00::', 'cause%1:10:00::', 'cause%1:04:00::']","['a series of actions advancing a principle or tending toward a particular end', 'any entity that produces an effect or is responsible for events or results', 'events that provide the generative force that is the origin of something', 'a justification for something existing or happening', 'a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy']",[2]
d003.s019.t014,"Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the [TGT] vomiting [TGT] .",['vomiting%1:04:00::'],['the reflex act of ejecting the contents of the stomach through the mouth'],[0]
d003.s020.t000,What is the [TGT] risk [TGT] associated with Cerenia ?,"['risk%1:07:01::', 'risk%1:26:00::', 'risk%1:07:02::', 'risk%1:04:00::']","['the probability of being exposed to an infectious agent', 'a source of danger; a possibility of incurring loss or misfortune', 'the probability of becoming infected given that exposure to an infectious agent has occurred', 'a venture undertaken without regard to possible loss or injury']",[1]
d003.s020.t001,What is the risk [TGT] associated [TGT] with Cerenia ?,"['associate%2:41:02::', 'associate%2:41:00::', 'associate%2:31:00::']","['keep company with; hang out with', 'bring or come into association or action', 'make a logical or causal connection']",[2]
d003.s021.t000,Cerenia was [TGT] generally [TGT] well tolerated when administered daily at dosages up to 5 times the recommended doses for an extended period of time ( up to 3 times the recommended maximum duration of treatment ) .,"['generally%4:02:01::', 'generally%4:02:00::', 'generally%4:02:02::']","['without distinction of one from others', 'without regard to specific details or exceptions', 'usually; as a rule']","[0, 2]"
